id,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,is_expen,price_range
986,1507,0,2.384200164,0,0,1,27,0.077812586,179,7,4,33,1441,1727,9,5,11,0,1,0,0,2
987,1026,1,1.834526794,1,0,0,12,0.801038815,202,7,3,607,1916,2668,17,3,20,1,0,0,0,0
988,1182,1,2.383186602,1,0,1,37,0.025583514,113,3,1,161,678,3833,12,5,13,1,1,0,0,1
989,604,0,0.422005837,1,0,1,20,0.026248974,111,1,4,41,1973,398,7,4,7,1,0,0,1,2
990,598,0,0.421704971,1,0,1,20,0.026908185,111,1,4,42,1972,398,7,4,7,1,0,0,1,2
991,1152,0,2.472262488,0,0,1,2,0.078874275,142,6,4,1011,1473,3099,15,4,7,1,0,1,0,1
992,1145,1,2.40227798,0,0,1,60,0.362948872,144,6,10,162,1549,2010,16,5,8,1,0,1,0,0
993,1147,1,0.462073993,0,0,1,2,0.791012832,178,4,2,33,1935,3404,18,7,20,1,0,0,0,2
994,1170,1,0.417953341,1,0,0,33,0.02709345,202,1,1,197,955,665,14,1,7,1,0,0,0,2
995,592,0,0.423618677,1,0,1,20,0.026987259,111,1,4,42,1972,398,7,4,7,1,0,0,1,2
996,1145,0,1.115607655,0,0,0,37,0.562394552,201,1,7,990,1927,2008,8,6,12,1,0,0,0,0
997,531,1,0.547882873,1,0,0,37,0.344258335,142,8,3,149,943,1580,11,5,6,1,1,1,0,0
998,582,0,0.430181341,0,0,0,12,0.549865279,179,7,20,610,1932,3410,15,5,11,1,1,1,0,0
999,1153,1,0.408882715,0,0,0,54,0.358359109,181,7,3,957,1037,3494,9,3,12,1,1,1,0,1
1000,606,0,0.417639187,1,0,1,20,0.026490172,112,1,4,172,1970,391,7,4,7,1,0,0,1,2
1001,1507,1,0.481062301,1,0,1,27,0.082050908,181,7,1,646,1506,1544,7,4,7,1,0,1,0,2
1002,1026,1,1.131354603,0,0,1,32,0.079678615,180,7,0,593,1961,3404,7,6,13,1,1,1,0,0
1003,599,0,0.463805142,1,0,0,20,0.344055522,182,1,9,209,1546,3438,10,1,7,1,1,1,0,3
1004,605,0,0.420086261,1,0,1,20,0.026834027,113,1,4,159,1971,393,7,4,7,1,0,0,1,2
1005,539,1,0.427816613,0,0,1,32,0.353390361,182,7,20,688,1939,2670,15,3,15,1,0,0,0,1
1006,1819,0,0.423280235,1,0,1,20,0.02633527,111,1,4,192,1971,386,7,4,7,1,0,0,1,2
1007,1809,0,0.423131915,1,0,1,20,0.0272537,110,1,4,186,1973,391,7,4,7,1,0,0,1,2
1008,1844,0,2.427823319,0,0,0,2,0.776854619,182,6,14,195,1541,1621,16,0,15,1,0,1,0,2
1009,1026,0,1.633742562,0,0,0,12,0.77897107,174,1,2,142,1943,3358,18,11,20,1,1,0,0,1
1010,600,0,0.422665288,1,0,1,20,0.026830481,111,1,4,41,1972,398,7,4,7,1,0,0,1,2
1011,531,0,0.421449239,0,3,1,14,0.368827115,147,4,7,591,662,1608,12,1,7,1,1,1,0,3
1012,1786,0,1.025209872,0,0,0,54,0.081673216,202,7,3,590,922,3858,9,3,8,1,0,0,0,2
1013,1142,0,0.471528872,1,0,0,20,0.028071643,88,1,11,186,1969,394,7,4,7,1,0,0,1,2
1014,518,0,1.836390752,0,4,1,8,0.068731373,176,7,9,143,1930,3400,9,3,8,1,0,1,0,1
1015,1517,0,1.662970402,0,0,0,2,0.023669707,172,4,1,138,1927,1555,17,3,12,1,1,0,0,2
1016,1166,0,0.452965147,0,0,0,27,0.351283089,183,3,20,1048,962,3434,14,1,6,1,0,0,0,1
1017,1157,1,0.463108914,1,0,1,32,0.357720814,179,1,3,596,1108,3347,16,3,13,1,1,1,0,1
1018,1783,0,0.433865326,0,3,0,32,0.0768993,145,8,19,625,661,2702,15,5,15,1,0,0,0,2
1019,1177,0,0.457211646,0,0,1,12,0.791041081,175,8,17,982,682,1529,14,4,7,1,0,1,0,3
1020,594,1,0.463352928,0,0,0,23,0.026475876,197,3,4,1011,1484,1562,13,10,9,1,0,1,0,3
1021,543,1,0.455271261,0,0,1,2,0.763281818,202,7,1,50,1919,3368,18,5,11,1,1,0,0,1
1022,596,0,0.422881749,1,0,1,20,0.027020343,110,1,4,41,1972,399,7,4,7,1,0,0,1,2
1023,1506,1,1.095982562,0,7,1,7,0.026744161,179,4,4,168,975,1475,7,3,15,1,0,1,0,3
1024,1825,1,0.439812614,0,0,0,2,0.768584711,147,1,20,50,1807,1548,18,0,15,1,0,1,0,3
1025,1137,0,0.453676032,1,0,1,15,0.082872061,180,7,0,1003,667,2017,18,11,13,1,1,1,0,1
1026,1160,1,2.387502462,1,3,0,15,0.025727428,174,5,4,163,1145,1598,16,1,19,1,0,1,0,3
1027,1792,1,1.064812855,0,1,1,37,0.063560811,182,4,14,188,1523,1668,12,7,13,1,0,0,0,3
1028,1166,1,0.408730368,1,0,1,43,0.027424341,114,7,15,1101,666,1998,18,2,9,1,0,1,0,2
1029,1791,0,0.430266893,0,0,1,2,0.555925324,201,1,9,598,908,2717,14,3,19,1,1,1,0,2
1030,1474,0,1.178393671,0,0,1,8,0.072123441,178,6,7,964,699,2014,18,6,11,1,1,1,0,1
1031,1026,1,1.626045834,1,0,1,41,0.074762047,143,7,0,1034,1158,3270,9,11,11,1,0,0,0,3
1032,601,0,0.425286007,1,0,1,20,0.027240019,111,1,4,43,1971,398,7,4,7,1,0,0,1,2
1033,598,0,2.374003664,0,0,1,2,0.759811046,183,7,1,188,1918,3397,15,0,20,1,1,0,0,2
1034,1176,0,0.424216649,0,0,0,33,0.372293359,147,6,17,200,1804,2671,15,1,19,0,0,1,0,2
1035,1813,0,0.432703301,1,0,1,33,0.567910654,114,8,7,623,988,3527,10,3,15,1,1,1,0,2
1036,1781,0,0.479295727,0,0,0,14,0.027272107,144,2,9,185,1059,3417,14,1,19,1,1,1,0,0
1037,1026,1,0.465609055,0,0,0,46,0.028146136,201,3,7,261,668,3845,16,1,9,1,1,0,0,3
1038,532,0,1.093004077,0,0,1,32,0.356821661,178,1,7,691,1527,3517,10,1,6,1,0,0,0,1
1039,1461,0,2.417630144,1,0,0,14,0.348030395,178,8,3,149,1923,1606,16,0,6,1,1,1,0,2
1040,1486,0,1.101270848,0,1,1,27,0.353640178,179,3,14,294,1076,1569,9,7,6,1,0,0,0,1
1041,560,0,0.416145663,1,0,1,20,0.027321711,88,1,4,43,1973,390,7,4,7,1,0,0,1,2
1042,600,0,0.421431443,1,0,1,20,0.026971531,111,1,4,41,1971,399,7,4,7,1,0,0,1,2
1043,568,1,1.669049464,0,0,0,37,0.027413388,202,7,10,32,1492,3779,12,1,11,1,1,0,0,1
1044,1147,1,0.412432179,0,0,0,49,0.381272079,202,3,3,966,1804,3359,15,3,20,1,0,0,0,1
1045,1819,0,0.416611853,1,0,1,20,0.026600317,200,1,4,203,1968,387,7,4,7,1,0,0,1,2
1046,1170,0,0.463643971,1,0,0,32,0.561562014,114,3,7,1040,672,1538,8,0,9,1,0,0,0,3
1047,1152,0,0.48307441,1,0,0,32,0.352674871,182,3,1,1011,1038,2682,5,1,11,1,0,1,0,2
1048,1833,1,0.468246963,0,0,1,20,0.538449146,113,2,9,162,1530,3664,7,4,6,1,0,0,0,1
1049,1513,0,1.696769649,0,0,0,2,0.058343354,180,7,11,160,1947,1475,17,2,12,1,1,0,0,0
1050,1785,1,2.389320992,1,0,0,12,0.36356048,178,7,0,212,1940,2656,9,3,8,1,0,1,0,1
1051,1508,0,2.398611742,0,0,1,12,0.087544331,181,1,20,213,1025,582,9,4,15,1,1,1,0,0
1052,1169,0,0.440443188,0,0,0,33,0.552718542,144,6,4,161,1492,1610,12,3,11,1,1,0,0,1
1053,1798,1,2.421766613,0,0,0,14,0.806904399,110,4,3,156,1537,2071,16,7,6,1,0,1,0,1
1054,1026,0,1.860868327,1,4,1,32,0.094973279,113,4,10,615,1097,3464,10,6,18,1,1,0,0,3
1055,1512,0,0.424156983,1,0,1,7,0.762425158,200,1,9,595,1924,1602,7,5,7,1,1,0,0,2
1056,617,0,0.45295126,1,0,1,27,0.069101796,89,1,3,154,1071,3382,17,3,15,1,1,1,0,1
1057,613,0,0.415500159,1,0,1,20,0.027050935,89,1,4,182,1968,393,7,4,7,1,0,0,1,2
1058,1167,1,1.83771195,0,0,0,32,0.562350679,181,7,3,609,1001,2697,18,1,16,1,0,1,0,0
1059,1512,0,0.417972217,1,0,1,49,0.073141051,180,3,4,191,1804,3336,7,3,14,1,1,1,0,0
1060,1808,1,0.464328995,0,0,0,2,0.814469513,148,1,9,217,1156,3728,15,5,8,1,1,0,0,3
1061,1526,1,1.662941174,1,0,1,49,0.025646018,174,1,3,151,1545,3408,7,1,8,1,0,0,0,2
1062,1502,0,0.430212691,1,0,1,20,0.0257227,111,1,4,43,1972,398,7,4,7,1,0,0,1,2
1063,520,0,0.472839143,0,0,1,2,0.02721667,176,2,7,588,1024,3344,16,3,13,1,0,1,0,1
1064,598,0,0.423093317,1,0,1,20,0.026952461,111,1,4,42,1973,398,7,4,7,1,0,0,1,2
1065,1026,0,2.431872325,0,0,1,2,0.763202353,182,4,12,1597,629,3642,16,3,3,1,0,0,0,2
1066,591,0,0.429025245,1,0,1,51,0.069143314,180,3,7,1012,1561,1591,16,1,9,1,0,0,0,1
1067,1466,0,0.425426569,0,0,1,2,0.786724396,178,7,14,171,1922,3355,18,3,11,1,1,0,0,0
1068,1168,0,0.469895039,0,0,0,32,0.549756393,113,8,19,590,709,2698,15,3,19,1,1,1,0,1
1069,1161,0,1.073116745,0,0,0,32,0.542000072,114,5,14,992,651,2697,5,3,11,1,0,1,0,2
1070,587,0,0.423441376,1,0,1,20,0.026416351,110,1,4,39,1974,398,7,4,7,1,0,0,1,2
1071,1173,0,0.418416976,0,0,0,12,0.787458376,181,2,4,191,1805,3402,18,3,15,1,0,0,0,3
1072,609,0,0.42220428,1,0,1,20,0.026760469,111,1,4,40,1974,397,7,4,7,1,0,0,1,2
1073,585,0,0.423224818,1,0,1,20,0.026964417,111,1,4,43,1972,398,7,4,7,1,0,0,1,2
1074,1152,0,2.478195753,1,0,1,8,0.08584294,178,3,20,1603,1609,3848,12,5,13,1,1,1,0,1
1075,1168,0,0.436539151,0,0,1,54,0.073396756,113,1,1,603,989,626,7,4,11,1,1,0,0,3
1076,585,0,0.423986448,1,0,1,20,0.026628241,111,1,4,44,1973,396,7,4,7,1,0,0,1,2
1077,1026,1,0.446326621,1,0,0,12,0.090505915,145,3,19,164,655,3808,17,1,9,1,1,0,0,1
1078,1808,0,0.461381534,0,0,1,8,0.075647096,181,7,7,45,1163,1579,7,1,9,1,1,1,0,2
1079,1148,1,0.427265567,0,1,0,15,0.781950293,142,1,17,170,1807,3367,15,3,20,1,0,1,0,1
1080,1164,0,0.445021029,0,0,0,32,0.564684917,181,5,19,597,1805,2711,17,1,8,1,1,1,0,3
1081,1173,1,1.617187901,1,0,0,46,0.025437264,180,5,20,983,1805,3350,16,10,8,1,0,0,0,3
1082,1815,0,2.446554557,0,0,0,14,0.028259385,170,4,3,148,1080,668,10,3,6,1,1,1,0,1
1083,593,0,0.423265562,1,0,1,20,0.026933949,111,1,4,171,1972,397,7,4,7,1,0,0,1,2
1084,1153,0,1.691895748,1,0,1,49,0.358324534,111,7,3,598,1634,1998,17,7,13,1,0,1,0,3
1085,1175,1,0.418103696,0,0,1,43,0.345977971,114,3,15,184,1539,2017,18,1,6,1,1,1,0,3
1086,1026,1,0.492944612,1,0,0,2,0.070006065,177,3,3,1625,1541,3550,16,10,6,0,0,0,0,1
1087,590,0,0.417718965,1,0,1,32,0.372968236,112,1,1,156,1075,2663,10,6,7,1,0,0,0,2
1088,1146,0,2.394312282,0,0,1,37,0.026436373,114,3,15,980,668,1994,16,3,2,1,0,1,0,2
1089,597,0,0.423413964,1,0,1,20,0.027121184,111,1,4,43,1973,398,7,4,7,1,0,0,1,2
1090,591,0,0.422555921,1,0,1,20,0.026990051,111,1,4,41,1972,396,7,4,7,1,0,0,1,2
1091,516,0,0.415410594,1,0,1,20,0.027726238,89,1,4,36,1972,393,7,4,7,1,0,0,1,2
1092,1172,1,0.435154217,1,0,1,26,0.091153774,202,7,0,211,1580,2022,17,11,2,1,0,1,0,1
1093,1175,0,0.439576455,1,0,0,15,0.778342791,181,1,3,142,973,3415,16,3,20,1,1,0,0,1
1094,1476,1,0.463632615,0,0,1,15,0.026058761,182,3,7,238,1941,1508,17,4,9,1,1,0,0,0
1095,1800,1,0.461771669,1,0,0,45,0.371691571,148,7,4,208,1536,1247,7,1,7,1,1,0,0,1
1096,608,0,0.424429149,1,0,1,20,0.026855813,111,1,4,42,1972,398,7,4,7,1,0,0,1,2
1097,1026,1,0.428475228,1,0,1,12,0.793302885,140,6,10,41,1805,3411,15,1,8,1,0,1,0,0
1098,1156,0,1.071074026,0,0,1,51,0.026121869,114,3,0,987,1113,3820,14,1,2,1,0,0,0,1
1099,1786,1,2.372638083,0,0,1,60,0.027682136,173,7,4,598,1004,3408,5,5,8,1,0,0,0,2
1100,1026,0,0.556154238,1,0,1,9,0.068881407,146,2,0,990,653,1989,8,11,2,1,1,1,0,0
1101,1154,0,0.513593936,0,0,0,12,0.548762837,182,3,19,1605,638,3532,16,0,15,1,1,1,0,2
1102,1026,0,0.464768838,0,0,1,60,0.02934963,141,7,1,162,652,3554,7,5,11,1,0,1,0,2
1103,1157,0,0.439547466,1,0,1,12,0.8211169,201,1,4,44,965,3353,16,10,15,1,0,1,0,1
1104,1026,0,0.476431772,1,4,1,32,0.063938499,114,5,1,1064,692,2676,9,11,6,1,0,1,0,1
1105,1154,1,1.636401961,1,0,1,43,0.025783887,113,2,3,967,700,1988,9,1,14,1,0,1,0,3
1106,595,0,0.426547257,1,0,1,20,0.027217155,110,1,4,42,1972,398,7,4,7,1,0,0,1,2
1107,587,0,0.421488784,1,0,1,20,0.026974251,111,1,4,39,1972,398,7,4,7,1,0,0,1,2
1108,537,0,1.089267044,1,0,1,27,0.02620987,181,3,1,146,931,3835,10,1,8,1,1,0,0,3
1109,1026,1,1.074460278,0,0,1,32,0.36400617,202,7,16,992,665,2671,9,6,11,1,1,0,0,2
1110,1142,0,0.443548892,1,0,1,12,0.794713594,178,7,20,203,1939,3443,18,5,3,1,0,1,0,0
1111,611,0,0.481822887,1,0,1,32,0.069181886,176,2,10,176,657,1992,8,11,2,1,0,0,0,1
1112,1169,1,1.156511927,1,0,1,51,0.81494367,146,2,14,148,708,1612,18,5,2,1,0,1,0,1
1113,601,0,0.424755133,1,0,1,20,0.027072675,110,1,4,42,1974,401,7,4,7,1,0,0,0,2
1114,1777,0,1.055860534,0,0,1,12,0.559812807,202,6,1,159,1927,1607,15,5,15,1,1,0,0,2
1115,1475,0,1.667381374,0,0,0,54,0.781126207,111,1,3,138,1006,3391,10,3,3,1,0,1,0,2
1116,606,0,0.422172923,1,0,1,20,0.027020877,111,1,4,42,1972,398,7,4,7,1,0,0,1,2
1117,1164,1,0.440432498,1,0,1,12,0.086441981,114,3,20,291,683,3805,17,3,19,1,0,0,0,3
1118,1145,0,1.038469841,0,6,1,27,0.79570426,201,7,17,994,1093,2001,18,5,11,1,0,1,0,1
1119,590,0,0.420975913,1,0,1,20,0.026982194,111,1,4,42,1972,397,7,4,7,1,0,0,1,2
1120,1791,1,2.41647589,0,0,1,32,0.032690233,177,3,4,637,997,632,8,1,19,1,0,0,0,0
1121,1486,0,1.830891123,1,0,0,39,0.074000606,180,4,14,144,1935,1570,18,6,8,1,1,0,0,0
1122,594,0,0.42163549,1,0,1,20,0.026875397,111,1,4,42,1972,399,7,4,7,1,0,0,1,2
1123,579,0,1.10330448,0,1,0,37,0.354116021,202,7,14,952,1063,1561,9,10,20,1,0,0,0,1
1124,601,0,0.421036037,1,0,1,20,0.027202899,89,1,4,170,1970,394,7,4,7,1,0,0,1,2
1125,1479,0,1.049204885,0,1,0,23,0.809614607,180,3,14,168,1086,1595,5,0,8,0,0,0,0,1
1126,1167,0,0.44737879,1,0,0,2,0.028779002,174,4,14,196,1054,1520,16,7,6,1,0,0,0,2
1127,1187,1,2.449838198,1,0,1,45,0.804665439,144,2,14,162,683,1526,9,5,2,1,1,1,0,3
1128,597,0,0.422818627,1,0,1,20,0.027012569,111,1,4,43,1970,398,7,4,7,1,0,0,1,2
1129,1174,0,2.35636515,1,0,0,49,0.363027524,143,7,20,619,1803,3368,11,3,11,1,0,1,0,3
1130,607,0,0.427173011,1,0,1,20,0.026241136,111,1,4,41,1973,398,7,4,7,1,0,0,1,2
1131,1150,0,2.412984689,1,0,1,20,0.026367951,112,1,0,224,1969,386,7,4,7,1,0,0,1,2
1132,1147,1,1.802077545,0,0,1,36,0.554271383,182,7,0,189,1031,3467,9,5,8,1,0,1,0,1
1133,1168,1,2.441479983,1,0,1,54,0.801801535,181,1,3,209,1956,3461,17,0,13,1,0,0,0,1
1134,1191,1,0.450030178,0,0,1,12,0.771316929,182,6,2,173,1946,3363,18,3,13,1,1,0,0,3
1135,1158,1,0.444584746,1,0,0,32,0.075584723,183,7,7,30,631,3836,8,1,11,1,0,0,0,1
1136,1479,0,1.652636973,0,0,0,43,0.073006236,181,3,1,609,1937,1586,18,1,9,1,1,0,0,3
1137,1026,0,1.644875965,1,0,0,43,0.793328746,142,6,7,166,1613,2001,17,6,11,1,1,0,0,1
1138,1026,1,1.0255897,0,0,0,16,0.027192482,140,2,7,160,669,1991,12,7,6,0,0,0,0,3
1139,601,0,0.42530977,1,0,1,20,0.027017409,111,1,4,42,1973,398,7,4,7,1,0,0,1,2
1140,606,0,1.135034582,1,0,0,51,0.35722493,179,1,4,169,1087,2699,18,1,6,1,0,0,0,2
1141,1151,1,2.348234004,0,0,0,43,0.027092937,199,3,3,168,986,3855,11,2,9,1,0,1,0,1
1142,1158,0,1.069268033,1,3,0,9,0.025586649,147,4,16,957,1092,1553,16,0,2,1,0,1,0,3
1143,1513,0,0.462483604,0,0,1,14,0.074265393,200,4,1,603,1034,670,7,4,7,1,1,0,0,0
1144,1846,0,1.679161044,1,0,1,32,0.093582384,143,4,7,185,665,2007,14,1,8,1,1,0,0,2
1145,598,0,0.421065492,1,0,1,20,0.027530586,89,1,4,164,1970,395,7,4,7,1,0,0,1,2
1146,598,0,1.151645826,0,0,1,27,0.339906502,179,5,0,599,1078,1462,16,4,6,1,1,1,0,1
1147,1831,0,2.407069877,1,0,1,20,0.083259465,182,1,4,161,1048,3323,15,3,7,1,0,1,0,1
1148,1458,1,1.851215069,1,0,1,8,0.089330971,147,2,4,251,670,2011,6,1,19,1,0,0,0,3
1149,1827,0,1.043098129,1,0,0,32,0.062839635,181,7,7,979,666,3537,9,1,20,0,0,0,0,1
1150,597,0,0.421580643,1,0,1,31,0.355256751,175,1,1,168,626,3400,18,3,7,1,0,0,0,2
1151,1026,1,0.498508239,0,0,0,49,0.359352437,147,7,0,975,1804,3422,5,1,8,1,0,0,0,0
1152,525,0,0.478961945,1,0,0,32,0.800532138,184,5,15,224,1054,2002,14,1,15,1,0,1,0,3
1153,1798,1,2.448018863,1,0,0,33,0.805595316,112,5,1,179,1499,2001,16,0,15,1,0,1,0,1
1154,1142,1,0.44154916,0,0,1,16,0.80415863,201,7,1,595,1151,2005,17,1,11,1,1,0,0,3
1155,591,0,1.656381942,1,0,1,27,0.086400167,180,6,17,280,1589,2675,12,6,7,1,0,1,0,2
1156,588,0,0.425559743,1,0,1,20,0.026991061,111,1,4,41,1972,396,7,4,7,1,0,0,1,2
1157,591,0,0.421216603,1,0,1,20,0.026933534,110,1,4,44,1974,396,7,4,7,1,0,0,1,2
1158,1178,0,1.141321705,1,0,0,43,0.54502775,147,1,9,1053,1018,2707,18,1,13,1,0,1,0,2
1159,1172,1,1.064866386,1,0,1,32,0.556987998,202,5,1,986,677,2661,9,1,20,1,1,1,0,2
1160,546,1,1.628430009,0,0,0,31,0.027355915,200,2,2,157,642,3475,8,3,14,1,0,0,0,1
1161,1805,0,2.417454821,0,0,1,2,0.064674409,173,7,4,191,1955,3577,16,4,13,1,0,1,0,0
1162,621,0,1.839523491,1,0,0,32,0.803909896,177,7,7,156,1917,2670,17,6,13,1,1,0,0,0
1163,1141,1,2.366470846,0,0,0,20,0.351879191,177,3,14,147,1546,2025,16,4,4,1,1,0,0,1
1164,519,1,0.455412289,0,0,1,32,0.358927749,179,7,1,597,671,2016,16,0,6,1,1,0,0,0
1165,1821,0,0.45893454,1,0,1,2,0.75880921,179,2,2,181,1936,1567,18,3,11,1,0,0,0,2
1166,1183,1,0.419305192,1,0,1,12,0.028001845,145,8,10,199,1057,1403,17,3,15,1,0,1,0,3
1167,1026,1,1.116337689,0,0,0,27,0.778873655,177,5,7,340,1005,3814,8,0,20,1,1,0,0,2
1168,1140,1,2.377323803,1,0,0,27,0.761817747,145,5,7,165,1455,3826,10,0,15,0,0,0,0,2
1169,1467,0,1.87707571,1,0,1,27,0.075846144,87,7,14,172,1943,3323,9,2,9,1,1,0,0,2
1170,1026,0,0.443478085,1,0,1,32,0.818479139,144,1,1,606,1056,1994,17,2,11,1,1,0,0,1
1171,586,0,0.425335968,1,0,1,31,0.362541176,168,7,0,168,1021,3346,9,3,8,1,0,1,0,0
1172,1135,0,1.182615805,1,0,1,12,0.813095132,148,2,18,268,662,1982,16,0,7,1,0,1,0,1
1173,1176,0,2.373139024,1,0,0,2,0.074117913,133,4,14,948,1053,1583,16,3,7,1,1,0,0,2
1174,1841,0,0.453329839,1,0,0,12,0.800726463,179,7,14,204,1575,1999,16,10,4,1,0,1,0,1
1175,1157,0,0.427145437,0,0,0,32,0.813127907,175,4,12,40,639,1984,10,5,17,1,0,0,0,1
1176,605,0,0.427223024,1,0,1,20,0.026965029,111,1,4,41,1971,398,7,4,7,1,0,0,1,2
1177,588,0,0.423660161,1,0,1,20,0.027292769,110,1,4,168,1975,395,7,4,7,1,0,0,1,2
1178,1170,1,0.447084742,1,0,0,27,0.086983695,184,8,15,281,679,650,15,0,6,1,1,1,0,0
1179,594,0,0.422024026,1,0,1,20,0.026950329,111,1,4,41,1973,397,7,4,7,1,0,0,1,2
1180,1140,1,0.419165733,1,1,1,14,0.028431534,175,5,3,955,703,1998,14,1,13,1,1,0,0,1
1181,596,0,0.421786037,1,0,1,20,0.027020577,111,1,4,41,1974,399,7,4,7,1,0,0,1,2
1182,597,0,2.40304258,1,0,0,54,0.078998497,202,3,1,162,1922,1531,11,5,9,1,1,0,0,1
1183,606,0,0.422714694,1,0,1,20,0.026938947,111,1,4,40,1972,398,7,4,7,1,0,0,1,2
1184,1788,0,0.455912894,1,0,1,37,0.073053985,201,1,1,235,1514,2607,7,6,13,1,1,1,0,1
1185,598,0,0.421857421,1,0,1,20,0.026919247,111,1,4,41,1972,398,7,4,7,1,0,0,1,2
1186,1813,1,0.438261846,0,0,0,32,0.549402014,183,5,14,149,1601,1638,12,3,3,1,0,1,0,2
1187,1785,0,0.421391335,1,0,1,20,0.026924586,112,1,4,203,1970,389,7,4,7,1,0,0,1,2
1188,590,0,0.423574327,1,0,1,20,0.027017376,111,1,4,38,1971,397,7,4,7,1,0,0,1,2
1189,535,1,0.442001988,1,0,0,12,0.769774046,180,1,0,206,1805,3454,9,1,6,1,0,0,0,3
1190,1841,1,0.457787587,0,0,0,20,0.814698627,147,2,4,200,673,1525,17,3,19,1,0,0,0,3
1191,1167,0,1.088602869,1,0,0,32,0.36523216,177,8,14,1600,614,3822,16,3,20,1,0,1,0,1
1192,1172,1,1.13854232,1,0,0,49,0.353513806,183,1,15,256,1487,3326,10,3,13,1,1,1,0,1
1193,1026,1,1.117544993,1,0,0,32,0.34424879,114,5,14,1057,650,2001,7,1,2,1,0,1,0,1
1194,1793,0,0.463591005,0,0,0,27,0.07064799,147,3,1,229,632,2589,7,2,19,1,0,1,0,2
1195,598,0,1.847289086,0,0,1,2,0.772883953,88,1,9,153,1101,405,7,4,7,1,0,0,0,2
1196,617,1,0.42146092,0,0,1,12,0.061791048,89,7,9,600,1929,3425,15,3,15,1,1,0,0,2
1197,599,0,0.422819204,1,0,1,20,0.026948534,111,1,4,42,1972,398,7,4,7,1,0,0,1,2
1198,611,0,0.429581089,1,0,1,12,0.358883423,146,7,1,45,1926,1602,7,3,20,1,1,0,0,2
1199,1026,0,0.477239994,1,0,1,40,0.788438709,144,2,0,31,1079,1571,18,7,9,1,1,1,0,3
1200,536,0,2.423939104,0,0,0,8,0.072603578,176,5,11,951,999,1397,11,2,7,1,0,1,0,1
1201,1807,1,0.419383904,0,0,0,2,0.024866394,201,6,9,186,1804,1667,16,0,15,1,1,1,0,2
1202,525,0,0.419639237,1,0,1,16,0.354881147,114,1,0,140,1482,3643,16,0,4,1,1,0,0,1
1203,501,0,0.441502034,1,0,0,27,0.066105648,178,4,3,145,1110,2706,9,3,19,0,1,0,0,1
1204,504,1,0.435112933,0,0,1,12,0.068666274,183,1,15,630,953,3372,7,3,15,1,1,0,0,1
1205,1781,1,0.439562212,0,0,0,32,0.385280459,179,6,4,197,655,2000,12,1,15,1,0,1,0,1
1206,1142,0,1.866869822,1,0,0,14,0.359379035,181,1,10,603,992,3787,10,3,13,1,1,0,0,0
1207,1026,1,1.834155293,1,0,1,32,0.352965472,143,7,3,600,1494,2011,18,3,13,1,1,0,0,0
1208,1830,1,0.440850504,1,0,1,32,0.357589388,146,7,1,603,1574,3449,17,1,13,1,0,1,0,0
1209,1161,0,0.428296942,0,0,0,32,0.78393511,183,7,3,171,1915,3604,16,3,20,1,1,0,0,1
1210,1143,1,1.058964267,0,1,1,12,0.35847541,200,4,8,961,1559,1986,18,1,12,1,0,1,0,0
1211,1499,0,0.481159924,1,0,0,49,0.074168953,202,4,3,226,928,1629,14,1,19,1,0,1,0,3
1212,1175,0,0.465641027,1,0,1,2,0.761924579,181,2,14,1628,1806,3332,18,0,4,1,0,0,0,2
1213,1026,1,2.446622772,0,0,0,45,0.788657784,175,1,3,592,1544,2019,10,1,4,1,0,0,0,2
1214,1813,1,0.412110903,0,0,0,49,0.80377025,148,1,0,175,1804,1618,7,6,20,1,0,0,0,1
1215,1164,1,2.374031276,1,0,0,8,0.081504626,201,3,0,977,1026,3428,18,9,11,1,1,0,0,1
1216,1158,1,2.394552706,0,4,0,27,0.077809709,146,3,4,212,979,3800,9,3,15,1,0,1,0,2
1217,1137,1,1.820170594,0,0,1,32,0.805248553,180,2,14,145,1504,2658,12,5,3,1,0,0,0,1
1218,1791,0,1.639735104,0,0,0,49,0.336535729,114,7,3,963,1804,3384,9,9,8,1,1,0,0,1
1219,544,0,0.448572817,1,0,0,2,0.089272757,112,8,7,201,1037,2693,7,1,3,1,0,1,0,2
1220,1026,1,2.441669347,1,0,0,15,0.818561965,202,1,15,163,1547,3348,14,10,6,1,0,0,0,1
1221,1787,0,1.13821525,1,0,0,45,0.029259509,200,4,20,954,920,3842,8,0,2,1,0,0,0,2
1222,635,0,0.42171851,0,0,0,2,0.077600099,180,1,20,609,1805,2660,9,3,2,1,0,0,0,1
1223,528,0,0.41998443,0,4,1,27,0.852958686,203,1,3,599,668,1591,9,3,15,1,1,1,0,2
1224,1026,0,2.387262598,0,0,1,32,0.77482145,177,5,9,593,1912,3433,18,5,20,1,0,0,0,1
1225,599,0,0.510018476,0,0,0,21,0.385300465,181,6,7,1029,1804,2695,12,1,20,1,1,0,0,1
1226,1793,0,1.887011976,1,0,1,2,0.579716529,202,1,3,161,1014,3404,17,4,13,1,0,1,0,3
1227,605,0,0.42227214,1,0,1,20,0.027085521,89,1,4,178,1969,388,7,4,7,1,0,0,1,2
1228,583,0,2.461291198,1,0,1,27,0.072357881,177,1,3,602,1574,3417,16,3,15,1,1,1,0,1
